"gene.symbol","description","entrezgene"
"RASGRP3","ras guanyl-releasing protein 3 [KO:K12362]","421460"
"NF1","neurofibromin isoform X4 [KO:K08052]","396085"
"RASA1","ras GTPase-activating protein 1 [KO:K04352]","427327"
"RASA2","ras GTPase-activating protein 2 [KO:K08053]","424782"
"BDNF","brain-derived neurotrophic factor precursor [KO:K04355]","396186"
"NTF3","neurotrophin-3 isoform 2 preproprotein [KO:K04356]","428099"
"IGF2","insulin-like growth factor II precursor [KO:K13769]","395097"
"ANGPT1","angiopoietin-1 precursor [KO:K05465]","395129"
"ANGPT2","angiopoietin-2 [KO:K05466]","395610"
"ANGPT4","angiopoietin-4 isoform X1 [KO:K05467]","771763"
"EFNA2","ephrin-A2 precursor [KO:K05462]","395831"
"EFNA5","ephrin-A5 precursor [KO:K05462]","396100"
NA,"LOW QUALITY PROTEIN: ephrin-A3-like [KO:K05462]","107050393"
"NTRK2","BDNF/NT-3 growth factors receptor precursor [KO:K04360] [EC:2.7.10.1]","396157"
"FLT3","receptor-type tyrosine-protein kinase FLT3 [KO:K05092] [EC:2.7.10.1]","100858422"
"TEK","angiopoietin-1 receptor [KO:K05121] [EC:2.7.10.1]","427368"
"EPHA2","ephrin type-A receptor 2 [KO:K05103] [EC:2.7.10.1]","771550"
"ELK4","ETS domain-containing protein Elk-4 [KO:K04376]","419832"
"SRF","serum response factor [KO:K04378]","396103"
"MAPT","microtubule-associated protein tau [KO:K04380]","426737"
"STMN1","stathmin [KO:K04381]","396057"
"ECSIT","evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial isoform X1 [KO:K04405]","100857880"
"MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3 isoform X7 [KO:K04406] [EC:2.7.11.1]","425965"
"MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4 isoform X1 [KO:K04407] [EC:2.7.11.1]","418714"
"NRK","nik-related protein kinase [KO:K04407] [EC:2.7.11.1]","422380"
NA,"LOW QUALITY PROTEIN: mitogen-activated protein kinase kinase kinase kinase 1 [KO:K04408] [EC:2.7.11.1]","107055388"
"STK3","serine/threonine-protein kinase 3 [KO:K04412]","425375"
"MAP3K13","mitogen-activated protein kinase kinase kinase 13 isoform X2 [KO:K04422] [EC:2.7.11.25]","424876"
NA,"mitogen-activated protein kinase kinase kinase 12 [KO:K04423] [EC:2.7.11.25]","101750513"
"MAP3K20","mitogen-activated protein kinase kinase kinase 20 isoform X1 [KO:K04424] [EC:2.7.11.25]","424149"
"MAP3K6","mitogen-activated protein kinase kinase kinase 6 isoform X1 [KO:K04425] [EC:2.7.11.25]","100858193"
"TAOK1","serine/threonine-protein kinase TAO1 [KO:K04429] [EC:2.7.11.1]","417583"
"TAOK3","serine/threonine-protein kinase TAO3 [KO:K04429] [EC:2.7.11.1]","395499"
"MAPK8IP1","C-Jun-amino-terminal kinase-interacting protein 1 isoform X2 [KO:K04434]","423202"
NA,"C-Jun-amino-terminal kinase-interacting protein 2-like [KO:K04435]","107050884"
"MAPK8IP3","C-Jun-amino-terminal kinase-interacting protein 3 isoform X1 [KO:K04436]","426986"
"MAPKAPK5","MAP kinase-activated protein kinase 5 [KO:K04442] [EC:2.7.11.1]","373929"
"JUND","transcription factor jun-D [KO:K04449]","107055370"
"MAX","protein max isoform X2 [KO:K04453]","100858676"
"PPM1A","protein phosphatase 1A isoform X1 [KO:K04457] [EC:3.1.3.16]","423525"
"PTPRR","receptor-type tyrosine-protein phosphatase R isoform X1 [KO:K04458] [EC:3.1.3.48]","771985"
"PTPN5","tyrosine-protein phosphatase non-receptor type 5 isoform X1 [KO:K18018] [EC:3.1.3.48]","423085"
"PTPN7","tyrosine-protein phosphatase non-receptor type 7 [KO:K18019] [EC:3.1.3.48]","770905"
"DUSP1","dual specificity protein phosphatase 1 [KO:K21278] [EC:3.1.3.48 3.1.3.16]","374192"
"DUSP4","dual specificity protein phosphatase 4 [KO:K04459] [EC:3.1.3.48 3.1.3.16]","395642"
"DUSP16","dual specificity protein phosphatase 16 [KO:K04459] [EC:3.1.3.48 3.1.3.16]","431336"
"DUSP5","dual specificity protein phosphatase 5 [KO:K04459] [EC:3.1.3.48 3.1.3.16]","423890"
"DUSP8","dual specificity protein phosphatase 8 isoform X1 [KO:K04459] [EC:3.1.3.48 3.1.3.16]","770435"
"DUSP7","dual specificity protein phosphatase 7 [KO:K04459] [EC:3.1.3.48 3.1.3.16]","415891"
"DUSP6","dual specificity protein phosphatase 6 [KO:K21946] [EC:3.1.3.48 3.1.3.16]","374272"
"DUSP10","dual specificity protein phosphatase 10 [KO:K20216] [EC:3.1.3.48 3.1.3.16]","421340"
"DUSP3","dual specificity protein phosphatase 3 [KO:K17614] [EC:3.1.3.48 3.1.3.16]","425527"
"PPM1B","protein phosphatase 1B [KO:K04461] [EC:3.1.3.16]","421404"
"MECOM","MDS1 and EVI1 complex locus protein isoform X6 [KO:K04462]","424997"
"NR4A1","nuclear receptor subfamily 4 group A member 1 [KO:K04465]","100857380"
"ATRIP","ATR-interacting protein [KO:K10905]","415949"
"FANCM","Fanconi anemia group M protein [KO:K10896]","100857997"
"FAAP24","Fanconi anemia core complex-associated protein 24 [KO:K10898]","415770"
"CENPS","centromere protein S [KO:K11511]","771417"
"CENPX","centromere protein X [KO:K15360]","101751277"
"FAAP100","Fanconi anemia core complex-associated protein 100 [KO:K10993]","100049617"
"FANCA","Fanconi anemia group A protein [KO:K10888]","415854"
"FANCB","Fanconi anemia group B protein [KO:K10889]","418628"
"FANCC","Fanconi anemia group C protein [KO:K10890]","427468"
"FANCE","Fanconi anemia group E protein [KO:K10892]","419891"
"FANCF","Fanconi anemia group F protein [KO:K10893]","101750641"
"FANCG","Fanconi anemia group G protein [KO:K10894]","378893"
"WDR48","WD repeat-containing protein 48 [KO:K15361]","420427"
"USP1","ubiquitin carboxyl-terminal hydrolase 1 [KO:K11832] [EC:3.4.19.12]","424685"
"UBE2T","ubiquitin-conjugating enzyme E2 T isoform X2 [KO:K13960] [EC:2.3.2.23]","421149"
"FANCI","Fanconi anemia group I protein [KO:K10895]","415491"
"FANCD2","Fanconi anemia group D2 protein [KO:K10891]","415935"
"BRCA2","breast cancer type 2 susceptibility protein [KO:K08775]","374139"
"PALB2","partner and localizer of BRCA2 isoform X1 [KO:K10897]","416572"
"RAD51C","DNA repair protein RAD51 homolog 3 isoform X2 [KO:K10870]","417626"
"RAD51","DNA repair protein RAD51 homolog 1 [KO:K04482]","396086"
"BRIP1","Fanconi anemia group J protein homolog [KO:K15362] [EC:3.6.4.12]","417642"
"FAN1","fanconi-associated nuclease 1 isoform X1 [KO:K15363] [EC:3.1.4.1 3.1.21.-]","415383"
"MLH1","DNA mismatch repair protein Mlh1 isoform X3 [KO:K08734]","420729"
"PMS2","mismatch repair endonuclease PMS2 [KO:K10858]","101752182"
"REV1","DNA repair protein REV1 [KO:K03515] [EC:2.7.7.-]","418703"
"REV3L","DNA polymerase zeta catalytic subunit [KO:K02350] [EC:2.7.7.7]","428622"
"POLH","DNA polymerase eta [KO:K03509] [EC:2.7.7.7]","395102"
"POLK","DNA polymerase kappa [KO:K03511] [EC:2.7.7.7]","374003"
"POLN","DNA polymerase nu isoform X2 [KO:K16618] [EC:2.7.7.7]","422892"
"RMI1","recQ-mediated genome instability protein 1 [KO:K10990]","431669"
"RMI2","recQ-mediated genome instability protein 2 [KO:K15365]","416628"
"TOP3A","DNA topoisomerase 3-alpha isoform 1 [KO:K03165] [EC:5.6.2.1]","416517"
"TOP3B","DNA topoisomerase 3-beta-1 [KO:K03165] [EC:5.6.2.1]","416771"
"BLM","Bloom syndrome protein homolog [KO:K10901] [EC:3.6.4.12]","415577"
"RPA1","replication protein A 70 kDa DNA-binding subunit [KO:K07466]","417563"
"RPA4","replication protein A 32 kDa subunit [KO:K10739]","419566"
"RPA3","replication protein A 14 kDa subunit [KO:K10740]","420578"
"MUS81","crossover junction endonuclease MUS81 [KO:K08991] [EC:3.1.22.-]","101748102"
"EME1","crossover junction endonuclease EME1 isoform X3 [KO:K10882] [EC:3.1.22.-]","422104"
"EME2","probable crossover junction endonuclease EME2 [KO:K10883]","416400"
"ERCC4","DNA repair endonuclease XPF [KO:K10848] [EC:3.1.-.-]","416420"
NA,"structure-specific endonuclease subunit SLX1-like isoform X1 [KO:K15078] [EC:3.6.1.-]","424727"
"SLX4","structure-specific endonuclease subunit SLX4 isoform X1 [KO:K10484]","416665"
"XRCC6","X-ray repair cross-complementing protein 5 precursor [KO:K10884]","395767"
"XRCC5","X-ray repair cross-complementing protein 5 isoform X2 [KO:K10885]","424222"
"DCLRE1C","protein artemis [KO:K10887] [EC:3.1.-.-]","430764"
"POLL","DNA polymerase lambda isoform X1 [KO:K03512] [EC:4.2.99.- 2.7.7.7]","423853"
"DNTT","DNA nucleotidylexotransferase [KO:K00977] [EC:2.7.7.31]","396351"
"LIG4","DNA ligase 4 [KO:K10777] [EC:6.5.1.1]","418764"
"XRCC4","DNA repair protein XRCC4 isoform X1 [KO:K10886]","427325"
"NHEJ1","non-homologous end-joining factor 1 isoform X1 [KO:K10980]","424205"
"FEN1","flap endonuclease 1 [KO:K04799] [EC:3.-.-.-]","769677"
"SSBP1","single-stranded DNA-binding protein, mitochondrial [KO:K03111]","418122"
"BARD1","BRCA1-associated RING domain protein 1 [KO:K10683]","424010"
"RBBP8","DNA endonuclease RBBP8 isoform X1 [KO:K20773] [EC:3.1.-.-]","421071"
"TOPBP1","DNA topoisomerase 2-binding protein 1 [KO:K10728]","420694"
"FAM175A","BRCA1-A complex subunit Abraxas [KO:K20774]","422608"
"UIMC1","BRCA1-A complex subunit RAP80 [KO:K20775]","416145"
"BABAM1","BRISC and BRCA1-A complex member 1 isoform X1 [KO:K20776]","776677"
"BABAM2","BRISC and BRCA1-A complex member 2 [KO:K12173]","421417"
"SEM1","26S proteasome complex subunit SEM1 [KO:K10881]","772237"
"SYCP3","synaptonemal complex protein 3 isoform X1 [KO:K19528]","418097"
"RAD52","DNA repair protein RAD52 homolog isoform 2 [KO:K10873]","418152"
"RAD51B","DNA repair protein RAD51 homolog 2 [KO:K10869]","769071"
"RAD51D","DNA repair protein RAD51 homolog 4 [KO:K10871]","417528"
"XRCC2","DNA repair protein XRCC2 [KO:K10879]","420438"
"XRCC3","DNA repair protein XRCC3 [KO:K10880]","423485"
"RAD54L","DNA repair and recombination protein RAD54-like [KO:K10875] [EC:3.6.4.-]","424611"
"RAD54B","DNA repair and recombination protein RAD54B [KO:K10877] [EC:3.6.4.-]","395449"
NA,"DNA polymerase delta subunit 2 isoform X2 [KO:K02328]","107057377"
"POLD3","DNA polymerase delta subunit 3 [KO:K03504]","419053"
"MSH6","DNA mismatch repair protein Msh6 isoform X1 [KO:K08737]","421291"
"MSH2","DNA mismatch repair protein Msh2 [KO:K08735]","378799"
"MSH3","DNA mismatch repair protein Msh3 isoform X1 [KO:K08736]","427318"
"MLH3","DNA mismatch repair protein Mlh3 isoform X1 [KO:K08739]","100859200"
"RFC1","replication factor C subunit 1 [KO:K10754]","422788"
"RFC4","replication factor C subunit 4 [KO:K10755]","424958"
"RFC2","replication factor C subunit 2 [KO:K10755]","396542"
"RFC3","replication factor C subunit 3 [KO:K10756]","418907"
"RFC5","replication factor C subunit 5 isoform X2 [KO:K10756]","100859719"
"EXO1","exonuclease 1 [KO:K10746] [EC:3.1.-.-]","421505"
"LIG1","DNA ligase 1 [KO:K10747] [EC:6.5.1.7 6.5.1.6 6.5.1.1]","430516"
"XPC","DNA repair protein complementing XP-C cells isoform X2 [KO:K10838]","416039"
"CETN2","centrin-2 [KO:K10840]","422303"
"ERCC6","DNA excision repair protein ERCC-6 isoform X1 [KO:K10841]","423785"
"MNAT1","CDK-activating kinase assembly factor MAT1 [KO:K10842]","423521"
"ERCC3","general transcription and DNA repair factor IIH helicase subunit XPB [KO:K10843] [EC:3.6.4.12]","424226"
"GTF2H5","general transcription factor IIH subunit 5 [KO:K10845]","769754"
"GTF2H1","general transcription factor IIH subunit 1 [KO:K03141]","423081"
"GTF2H2","general transcription factor IIH subunit 2 isoform X1 [KO:K03142]","100858972"
"GTF2H3","general transcription factor IIH subunit 3 [KO:K03143]","771837"
"ERCC5","DNA repair protein complementing XP-G cells [KO:K10846]","428019"
"XPA","DNA repair protein complementing XP-A cells homolog [KO:K10847]","395659"
"POLE","DNA polymerase epsilon catalytic subunit A [KO:K02324] [EC:2.7.7.7]","416997"
"POLE2","DNA polymerase epsilon subunit 2 [KO:K02325] [EC:2.7.7.7]","423567"
"POLE3","DNA polymerase epsilon subunit 3 [KO:K02326] [EC:2.7.7.7]","417275"
"POLE4","DNA polymerase epsilon subunit 4 isoform X3 [KO:K03506] [EC:2.7.7.7]","107055326"
"OGG1","N-glycosylase/DNA lyase [KO:K03660] [EC:4.2.99.18 3.2.2.-]","771001"
"NTHL1","endonuclease III-like protein 1 [KO:K10773] [EC:4.2.99.18]","416551"
"NEIL1","endonuclease 8-like 1 [KO:K10567] [EC:4.2.99.18 3.2.2.-]","770068"
"NEIL2","endonuclease 8-like 2 [KO:K10568] [EC:4.2.99.18 3.2.2.-]","422037"
"NEIL3","endonuclease 8-like 3 isoform X2 [KO:K10569]","428750"
"UNG","uracil-DNA glycosylase [KO:K03648] [EC:3.2.2.27]","374010"
"SMUG1","single-strand selective monofunctional uracil DNA glycosylase isoform X1 [KO:K10800] [EC:3.2.2.-]","431025"
"MUTYH","adenine DNA glycosylase isoform X1 [KO:K03575] [EC:3.2.2.31]","424594"
"MPG","DNA-3-methyladenine glycosylase [KO:K03652] [EC:3.2.2.21]","416648"
"MBD4","methyl-CpG-binding domain protein 4 [KO:K10801] [EC:3.2.2.-]","395428"
"TDG","G/T mismatch-specific thymine DNA glycosylase [KO:K20813] [EC:3.2.2.29]","395510"
NA,"LOW QUALITY PROTEIN: DNA-(apurinic or apyrimidinic site) lyase-like [KO:K10771] [EC:4.2.99.18]","112531093"
"POLB","DNA polymerase beta [KO:K02330] [EC:4.2.99.- 2.7.7.7]","426794"
"TRPC2L","short transient receptor potential channel 2-like [KO:K10803]","100857925"
"LIG3","DNA ligase 3 [KO:K10776] [EC:6.5.1.1]","417530"
"SLC27A1","long-chain fatty acid transport protein 1 [KO:K08745] [EC:6.2.1.-]","426008"
"SLC27A4","long-chain fatty acid transport protein 4 [KO:K08745] [EC:6.2.1.-]","417220"
"SLC27A6","long-chain fatty acid transport protein 6 isoform X1 [KO:K08749]","769933"
"FABP1","fatty acid-binding protein, liver [KO:K08750]","374015"
"FABP2","fatty acid-binding protein, intestinal [KO:K08751]","422678"
"FABP3","fatty acid-binding protein, heart [KO:K08752]","419557"
"FABP4","fatty acid-binding protein, adipocyte [KO:K08753]","374165"
"FABP5","fatty acid binding protein 5 [KO:K08754]","420197"
"FABP6","gastrotropin [KO:K08755]","416154"
"FABP7","fatty acid-binding protein, brain [KO:K08756]","396246"
"PPARG","peroxisome proliferator-activated receptor gamma [KO:K08530]","373928"
"APOA1","apolipoprotein A-I preproprotein [KO:K08757]","396536"
"APOA2","apolipoprotein A-II [KO:K08758]","100858842"
"APOC3","apolipoprotein C-III precursor [KO:K08759]","100859721"
"APOA5","apolipoprotein A-V isoform X1 [KO:K09025]","419802"
"PLTP","phospholipid transfer protein precursor [KO:K08761]","428164"
"FADS2","fatty acid desaturase 2 [KO:K10226] [EC:1.14.19.3]","423122"
"SCD","acyl-CoA desaturase [KO:K00507] [EC:1.14.19.1]","395706"
"SCD5","stearoyl-CoA desaturase 5 isoform X1 [KO:K00507] [EC:1.14.19.1]","422598"
"CYP7A1","cholesterol 7-alpha-monooxygenase [KO:K00489] [EC:1.14.14.23]","414834"
"CYP8B1","cytochrome P450, family 8, subfamily B [KO:K07431] [EC:1.14.14.139 1.14.18.8]","425055"
"NR1H3","oxysterols receptor LXR-alpha [KO:K08536]","395221"
"CYP27A1","sterol 26-hydroxylase, mitochondrial [KO:K00488] [EC:1.14.15.15]","431683"
"DBI","acyl-CoA-binding protein [KO:K08762]","395263"
"LPL","lipoprotein lipase precursor [KO:K01059] [EC:3.1.1.34]","396219"
"CPT2","carnitine O-palmitoyltransferase 2, mitochondrial precursor [KO:K08766] [EC:2.3.1.21]","424649"
"ACADL","long-chain specific acyl-CoA dehydrogenase, mitochondrial [KO:K00255] [EC:1.3.8.8]","424005"
"ANGPTL4","angiopoietin-related protein 4 [KO:K08767]","769087"
"PLIN2","perilipin-2 [KO:K17284]","427237"
"MMP1","interstitial collagenase [KO:K01388] [EC:3.4.24.7]","418982"
"UBB","polyubiquitin-B [KO:K08770]","101747587"
"GK","glycerol kinase isoform X2 [KO:K00864] [EC:2.7.1.30]","418589"
"AQP7","aquaporin-7 isoform X3 [KO:K08771]","426892"
NA,"mitochondrial inner membrane protein OXA1L-like isoform X1 [KO:K03217]","112531359"
"SRP54","signal recognition particle 54 kDa protein [KO:K03106] [EC:3.6.5.4]","423322"
"SRP9","signal recognition particle 9 kDa protein [KO:K03109]","770243"
"SRP14","signal recognition particle 14 kDa protein [KO:K03104]","423284"
"SRP72","signal recognition particle subunit SRP72 [KO:K03108]","422626"
"SRP68","signal recognition particle subunit SRP68 [KO:K03107]","417363"
"SRP19","signal recognition particle 19 kDa protein [KO:K03105]","770061"
"SRPRA","signal recognition particle receptor subunit alpha [KO:K13431]","419713"
"SRPRB","signal recognition particle receptor subunit beta [KO:K12272]","101750392"
"SPCS1","signal peptidase complex subunit 1 homolog [KO:K12946] [EC:3.4.-.-]","415899"
"SPCS2","signal peptidase complex subunit 2 isoform X1 [KO:K12947] [EC:3.4.-.-]","419056"
"SPCS3","signal peptidase complex subunit 3 [KO:K12948] [EC:3.4.-.-]","396234"
"SEC11C","signal peptidase complex catalytic subunit SEC11C [KO:K13280] [EC:3.4.21.89]","426850"
"SEC11A","signal peptidase complex catalytic subunit SEC11A [KO:K13280] [EC:3.4.21.89]","415334"
"IMMP1L","mitochondrial inner membrane protease subunit 1 [KO:K09647] [EC:3.4.21.-]","771365"
"IMMP2L","mitochondrial inner membrane protease subunit 2 [KO:K09648] [EC:3.4.21.-]","417780"
"PSMD3","26S proteasome non-ATPase regulatory subunit 3 [KO:K03033]","426133"
"PSMD12","26S proteasome non-ATPase regulatory subunit 12 [KO:K03035]","417425"
"PSMD11","26S proteasome non-ATPase regulatory subunit 11 [KO:K03036]","430878"
"PSMD6","26S proteasome non-ATPase regulatory subunit 6 [KO:K03037]","416079"
"PSMD7","26S proteasome non-ATPase regulatory subunit 7 [KO:K03038]","415869"
"PSMD13","26S proteasome non-ATPase regulatory subunit 13 [KO:K03039]","422990"
"PSMD14","26S proteasome non-ATPase regulatory subunit 14 [KO:K03030]","424189"
"PSMD4","26S proteasome non-ATPase regulatory subunit 4 [KO:K03029]","100216364"
"PSMD2","26S proteasome non-ATPase regulatory subunit 2 [KO:K03028]","425294"
"PSMD1","26S proteasome non-ATPase regulatory subunit 1 [KO:K03032]","424926"
"ADRM1","proteasomal ubiquitin receptor ADRM1 precursor [KO:K06691]","395365"
"PSMC2","26S proteasome regulatory subunit 7 [KO:K03061]","417716"
"PSMC1","26S proteasome regulatory subunit 4 [KO:K03062]","395804"
"PSMC5","26S proteasome regulatory subunit 8 [KO:K03066]","428274"
"PSMC6","26S proteasome regulatory subunit 10B [KO:K03064]","423586"
"PSMC3","26S proteasome regulatory subunit 6A [KO:K03065]","423182"
"PSME3","proteasome activator complex subunit 3 [KO:K06698]","420017"
"PSME4","proteasome activator complex subunit 4 [KO:K06699]","421218"
"PSMA6","proteasome subunit alpha type-6 [KO:K02730] [EC:3.4.25.1]","423326"
"PSMA2","proteasome subunit alpha type-2 [KO:K02726] [EC:3.4.25.1]","420772"
"PSMA4","proteasome subunit alpha type-4 [KO:K02728] [EC:3.4.25.1]","415357"
"PSMA7","proteasome subunit alpha type-7 [KO:K02731] [EC:3.4.25.1]","395318"
"PSMA5","proteasome subunit alpha type-5 [KO:K02729] [EC:3.4.25.1]","426937"
"PSMA1","proteasome subunit alpha type-1 [KO:K02725] [EC:3.4.25.1]","395874"
"PSMA3","proteasome subunit alpha type-3 [KO:K02727] [EC:3.4.25.1]","423542"
NA,"proteasome subunit beta type-6 [KO:K02738] [EC:3.4.25.1]","107049719"
"PSMB7","proteasome subunit beta type-7 [KO:K02739] [EC:3.4.25.1]","378915"
"PSMB3","proteasome subunit beta type-3 [KO:K02735] [EC:3.4.25.1]","419997"
"PSMB2","proteasome subunit beta type-2 [KO:K02734] [EC:3.4.25.1]","419630"
"PSMB1","proteasome subunit beta type-1 [KO:K02732] [EC:3.4.25.1]","421551"
"PSMB4","proteasome subunit beta type-4 [KO:K02736] [EC:3.4.25.1]","429986"
"PSMF1","proteasome inhibitor PI31 subunit [KO:K06700]","430115"
"POMP","proteasome maturation protein [KO:K11599]","418925"
"DHX38","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [KO:K12815] [EC:3.6.4.13]","415875"
"CDC40","pre-mRNA-processing factor 17 [KO:K12816]","421760"
"PRPF18","pre-mRNA-splicing factor 18 isoform X1 [KO:K12817]","419036"
"DHX8","LOW QUALITY PROTEIN: ATP-dependent RNA helicase DHX8 [KO:K12818] [EC:3.6.4.13]","419982"
